DateOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_district,IncGeo_WardNameNew,Easting_rounded,Northing_rounded,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpHoursRoundUp,Notional Cost (£),NumCalls
18 Jan 2019,10,False Alarm,AFA,,Non Residential,Leisure Centre ,Correct incident location,BR6,Orpington,546450,166250,Orpington,205,Orpington,,,1,1,1,1,333,1
18 Jan 2019,10,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,BR3,Clock House,536750,169050,Beckenham,158,Beckenham,,,1,1,1,1,333,1
18 Jan 2019,13,False Alarm,False alarm - Good intent,,Outdoor Structure,Small refuse/rubbish container,On land associated with building,BR5,St. Paul's Cray,546950,169250,Orpington,499,Orpington,,,1,1,1,1,333,1
18 Jan 2019,14,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,BR3,Beckenham Town & Copers Cope,537250,169650,Beckenham,238,Beckenham,423,Bromley,2,2,2,2,666,1
18 Jan 2019,15,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,BR1,Plaistow,540650,170950,Bromley,212,Bromley,330,Bromley,2,2,2,1,333,1
18 Jan 2019,17,Special Service,Special Service,Hazardous Materials incident,Dwelling,House - single occupancy ,Correct incident location,BR3,Beckenham Town & Copers Cope,538150,169550,Beckenham,318,Beckenham,,,1,1,1,2,666,1
18 Jan 2019,23,Fire,Secondary Fire,,Outdoor,Loose refuse ,On land associated with building,BR7,Chislehurst,544450,171150,Sidcup,336,Sidcup,,,1,1,1,1,333,2
19 Jan 2019,13,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,BR3,Clock House,536250,168550,Beckenham,,,,,1,1,1,1,333,1
19 Jan 2019,16,Special Service,Special Service,Making Safe (not RTC),Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,SE20,Penge & Cator,535250,169950,Beckenham,284,Beckenham,,,1,1,1,1,333,1
19 Jan 2019,17,Special Service,Special Service,Lift Release,Non Residential,Health spa/farm,Correct incident location,BR3,Beckenham Town & Copers Cope,537050,170950,Beckenham,,,,,1,1,1,1,333,1
19 Jan 2019,19,False Alarm,AFA,,Dwelling,Licensed House in Multiple Occupation - Up to 2 storeys ,Correct incident location,BR3,Clock House,536850,169450,Beckenham,133,Beckenham,393,Woodside,2,2,2,1,333,1
20 Jan 2019,1,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,BR3,Beckenham Town & Copers Cope,537050,169450,Beckenham,186,Beckenham,,,2,2,2,1,333,1
20 Jan 2019,3,Fire,Primary Fire,,Road Vehicle,Motorcycle ,Open land/water - nearest gazetteer location,BR5,St. Mary Cray,545750,167450,Orpington,630,Orpington,,,1,1,1,1,333,2
20 Jan 2019,13,Special Service,Special Service,RTC,Outdoor,Road surface/pavement ,In street outside gazetteer location,BR3,Kelsey & Eden Park,536850,168250,Beckenham,140,Woodside,245,Beckenham,2,2,2,1,333,1
20 Jan 2019,14,Special Service,Special Service,Lift Release,Non Residential,Shopping Centre ,Correct incident location,BR6,Orpington,546450,166350,Orpington,,,,,1,1,1,1,333,4
20 Jan 2019,14,False Alarm,False alarm - Good intent,,Non Residential,Community centre/Hall ,Correct incident location,BR2,Bromley Common & Holwood,541750,165150,Biggin Hill,467,Bromley,,,1,1,1,1,333,1
20 Jan 2019,14,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,BR1,Bromley Town,540450,169750,Bromley,560,Sidcup,563,Sidcup,4,5,5,3,999,1
20 Jan 2019,15,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,BR2,Bromley Common & Holwood,542350,167550,Bromley,350,Bromley,362,Bromley,1,2,2,1,333,2
20 Jan 2019,15,False Alarm,AFA,,Non Residential,Community centre/Hall ,Correct incident location,BR2,Hayes & Coney Hall,541550,163850,Biggin Hill,435,Bromley,,,1,1,1,1,333,2
20 Jan 2019,16,Special Service,Special Service,RTC,Outdoor,Road surface/pavement ,In street outside gazetteer location,BR7,Mottingham,542650,171450,Eltham,362,Eltham,,,1,1,1,1,333,1
20 Jan 2019,18,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,BR1,Plaistow,539850,171150,Bromley,353,Bromley,369,Bromley,1,2,2,1,333,1
20 Jan 2019,18,False Alarm,AFA,,Non Residential,Shopping Centre ,Correct incident location,BR6,Orpington,546350,166350,Orpington,264,Orpington,,,1,1,1,1,333,2
21 Jan 2019,10,False Alarm,AFA,,Non Residential,Library ,Correct incident location,BR1,Bromley Town,540250,169150,Bromley,330,Bromley,,,1,1,1,1,333,1
21 Jan 2019,10,False Alarm,AFA,,Non Residential,Theatre ,Correct incident location,BR1,Bromley Town,540250,169150,Bromley,562,Beckenham,,,1,1,1,1,333,1
21 Jan 2019,11,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,BR3,Kelsey & Eden Park,537950,168650,Beckenham,520,Bromley,564,Woodside,2,2,2,1,333,1
21 Jan 2019,15,Special Service,Special Service,Flooding,Dwelling,Bungalow - single occupancy ,Correct incident location,BR6,St. Mary Cray,545950,167050,Orpington,283,Orpington,,,1,1,1,1,333,1
21 Jan 2019,16,Special Service,Special Service,RTC,Road Vehicle,Car ,Nearby address - no building in street,TN16,Darwin,540450,160750,Biggin Hill,313,Biggin Hill,750,Addington,2,2,2,3,999,2
21 Jan 2019,23,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,BR3,Clock House,536650,169850,Beckenham,270,Beckenham,646,Woodside,2,2,2,1,333,1
22 Jan 2019,4,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,BR2,Bromley Town,540950,168250,Bromley,270,Bromley,286,Bromley,2,3,3,2,666,1
22 Jan 2019,8,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,BR5,Petts Wood & Knoll,543950,167250,Orpington,614,Orpington,,,1,1,1,1,333,1
22 Jan 2019,11,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,BR5,Petts Wood & Knoll,544950,168050,Orpington,407,Orpington,411,Orpington,1,2,2,1,333,2
22 Jan 2019,13,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,BR7,Chislehurst,543250,170550,Bromley,478,Bromley,538,Orpington,2,2,2,1,333,1
22 Jan 2019,14,False Alarm,AFA,,Non Residential,Hospital ,Within same building,BR3,Kelsey & Eden Park,536950,166750,Beckenham,413,Woodside,509,Beckenham,2,2,2,1,333,1
22 Jan 2019,19,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,BR3,Clock House,536350,169550,Beckenham,149,Beckenham,,,1,1,1,1,333,1
22 Jan 2019,20,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,SE20,Penge & Cator,534950,169750,Beckenham,303,Beckenham,365,Woodside,2,2,2,1,333,1
22 Jan 2019,22,Fire,Primary Fire,,Road Vehicle,Multiple Vehicles ,In street outside gazetteer location,SE19,Crystal Palace & Anerley,533750,170450,Beckenham,529,Beckenham,,,1,1,1,1,333,21
23 Jan 2019,0,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,SE19,Crystal Palace & Anerley,533750,170350,Beckenham,518,West Norwood,,,1,1,1,1,333,1
23 Jan 2019,1,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,BR6,Orpington,546650,166850,Orpington,284,Orpington,286,Orpington,1,2,2,1,333,1
23 Jan 2019,11,Fire,Primary Fire,,Dwelling,House - single occupancy ,Within same building,BR5,St. Mary Cray,545750,168150,Orpington,372,Orpington,426,Orpington,1,2,2,1,333,1
23 Jan 2019,11,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Within same building,BR3,Kelsey & Eden Park,536250,167950,Woodside,264,Beckenham,,,1,1,1,1,333,1
23 Jan 2019,12,Fire,Primary Fire,,Road Vehicle,Lorry/HGV ,On land associated with building,BR4,West Wickham,538350,165950,Addington,448,Beckenham,,,1,1,1,1,333,2
23 Jan 2019,18,Fire,Primary Fire,,Road Vehicle,Motorcycle ,On land associated with building,BR3,Kelsey & Eden Park,536250,167950,Woodside,289,Beckenham,,,1,1,1,1,333,1
23 Jan 2019,18,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,BR1,Plaistow,539850,171150,Bromley,370,Bromley,372,Bromley,1,2,2,1,333,2
23 Jan 2019,19,Fire,Primary Fire,,Road Vehicle,Car ,In street outside gazetteer location,BR5,St. Mary Cray,548950,168650,Orpington,585,Orpington,,,1,1,1,1,333,1
24 Jan 2019,5,Fire,Primary Fire,,Dwelling,Self contained Sheltered Housing ,Correct incident location,SE20,Crystal Palace & Anerley,534450,169250,Woodside,360,Beckenham,397,Woodside,2,2,2,1,333,1
24 Jan 2019,10,False Alarm,AFA,,Non Residential,Purpose built office ,Within same building,BR2,Bromley Town,541050,168350,Bromley,357,Bromley,,,1,1,1,1,333,1
24 Jan 2019,14,Special Service,Special Service,Suicide/attempts,Rail Vehicle,Passenger Train (national rail network) ,Railway land or rolling stock,BR6,Chelsfield,546850,164050,Orpington,304,Orpington,667,Sidcup,2,3,3,3,999,1
24 Jan 2019,14,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,BR2,Bromley Town,540950,168150,Bromley,268,Bromley,,,1,1,1,1,333,1
24 Jan 2019,16,Fire,Secondary Fire,,Outdoor Structure,Large refuse/rubbish container (eg skip/ paladin),In street outside gazetteer location,BR5,St. Paul's Cray,548250,168250,Orpington,412,Orpington,,,1,1,1,1,333,2
24 Jan 2019,18,False Alarm,AFA,,Non Residential,Infant/Primary school,Correct incident location,BR5,St. Paul's Cray,546550,168750,Orpington,553,Orpington,,,1,1,1,1,333,1
24 Jan 2019,18,Special Service,Special Service,Effecting entry/exit,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,BR3,Beckenham Town & Copers Cope,537650,169750,Beckenham,223,Beckenham,,,1,1,1,1,333,1
24 Jan 2019,22,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,BR5,St. Mary Cray,547250,168050,Orpington,,,,,1,1,1,1,333,1
25 Jan 2019,8,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,BR7,Chislehurst,544550,169850,Sidcup,490,Sidcup,665,Sidcup,1,2,2,1,333,1
25 Jan 2019,18,Special Service,Special Service,Lift Release,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,BR1,Bromley Town,540550,169450,Bromley,,,,,1,1,1,1,333,1
26 Jan 2019,0,Fire,Secondary Fire,,Outdoor,Road surface/pavement ,In street outside gazetteer location,SE20,Penge & Cator,535550,170350,Beckenham,269,Beckenham,,,1,1,1,1,333,1
26 Jan 2019,11,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,BR2,Shortlands & Park Langley,539450,168250,Bromley,330,Bromley,440,Beckenham,2,2,2,1,333,1
26 Jan 2019,11,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,BR2,Bromley Town,540950,168150,Bromley,700,Sidcup,714,Orpington,2,3,3,3,999,3
26 Jan 2019,14,Special Service,Special Service,Flooding,Dwelling,House - single occupancy ,Correct incident location,BR2,Hayes & Coney Hall,539850,166950,Bromley,,,,,1,1,1,1,333,1
26 Jan 2019,14,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,BR5,St. Mary Cray,547450,168150,Orpington,329,Sidcup,422,Orpington,2,2,2,1,333,1
26 Jan 2019,18,Fire,Primary Fire,,Road Vehicle,Van ,In street outside gazetteer location,SE20,Penge & Cator,534650,169850,Beckenham,388,Beckenham,,,1,1,1,1,333,2
26 Jan 2019,18,Special Service,Special Service,Making Safe (not RTC),Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,SE20,Crystal Palace & Anerley,534450,170150,Beckenham,441,West Norwood,,,1,1,1,1,333,1
26 Jan 2019,19,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,BR5,St. Paul's Cray,546750,168550,Orpington,342,Orpington,346,Orpington,1,2,2,2,666,2
26 Jan 2019,21,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,SE20,Penge & Cator,535850,170350,Beckenham,401,Forest Hill,411,Woodside,2,2,2,1,333,1
27 Jan 2019,10,Special Service,Special Service,Medical Incident,Dwelling,House - single occupancy ,Correct incident location,BR3,Clock House,536450,168950,Beckenham,421,Bromley,,,1,1,1,2,666,1
27 Jan 2019,12,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,BR3,Beckenham Town & Copers Cope,538250,169250,Beckenham,417,Beckenham,,,1,1,1,1,333,1
27 Jan 2019,13,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,BR3,Kelsey & Eden Park,537050,168750,Beckenham,524,Woodside,,,1,1,1,1,333,1
27 Jan 2019,16,Special Service,Special Service,Making Safe (not RTC),Dwelling,House - single occupancy ,Correct incident location,BR7,Chislehurst,543450,171350,Eltham,,,,,1,1,1,1,333,1
27 Jan 2019,18,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,SE20,Penge & Cator,535650,169950,Beckenham,277,Beckenham,,,1,1,1,1,333,1
27 Jan 2019,18,Special Service,Special Service,Assist other agencies,Outdoor,Human harm outdoors,In street outside gazetteer location,BR6,Farnborough & Crofton,544150,164650,Orpington,508,Orpington,,,1,2,2,2,666,1
28 Jan 2019,9,False Alarm,AFA,,Non Residential,Call Centre ,Correct incident location,BR6,Orpington,546050,166050,Orpington,182,Orpington,,,1,1,1,1,333,1
28 Jan 2019,13,False Alarm,AFA,,Non Residential,DIY Warehouse ,Correct incident location,BR3,Kelsey & Eden Park,535650,167950,Woodside,115,Woodside,20,Woodside,1,2,2,1,333,1
28 Jan 2019,13,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,SE20,Crystal Palace & Anerley,534750,169650,Beckenham,330,Beckenham,,,1,1,1,1,333,1
28 Jan 2019,15,Special Service,Special Service,Flooding,Outdoor,Road surface/pavement ,In street outside gazetteer location,BR2,Shortlands & Park Langley,539950,168150,Bromley,402,Bromley,,,1,1,1,1,333,1
28 Jan 2019,16,False Alarm,False alarm - Good intent,,Dwelling,Self contained Sheltered Housing ,Within same building,TN16,Biggin Hill,541950,159050,Biggin Hill,195,Biggin Hill,627,Addington,2,2,2,1,333,1
28 Jan 2019,17,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,SE20,Crystal Palace & Anerley,534750,169650,Beckenham,324,Beckenham,,,1,1,1,1,333,1
28 Jan 2019,18,Special Service,Special Service,Effecting entry/exit,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,SE20,Clock House,535150,169250,Beckenham,184,Beckenham,,,1,1,1,1,333,1
28 Jan 2019,22,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,BR1,Bromley Town,540450,168750,Bromley,195,Bromley,195,Bromley,4,5,5,2,666,1
29 Jan 2019,13,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,BR5,St. Paul's Cray,547650,168450,Orpington,331,Orpington,388,Orpington,1,2,2,2,666,2
29 Jan 2019,13,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,BR6,Farnborough & Crofton,543350,164750,Orpington,561,Bromley,585,Bromley,1,2,2,1,333,1
29 Jan 2019,13,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,BR4,West Wickham,538950,166750,Beckenham,466,Beckenham,594,Woodside,2,2,2,2,666,2
29 Jan 2019,14,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,BR6,Farnborough & Crofton,543350,164750,Orpington,244,Bromley,415,Orpington,1,2,2,1,333,1
29 Jan 2019,14,False Alarm,False alarm - Good intent,,Non Residential,Single shop ,Correct incident location,BR1,Bromley Town,540250,169350,Bromley,150,Bromley,,,1,1,1,1,333,1
29 Jan 2019,15,Special Service,Special Service,Assist other agencies,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,SE20,Crystal Palace & Anerley,534550,169950,Beckenham,365,Beckenham,,,1,1,1,1,333,2
29 Jan 2019,18,Special Service,Special Service,RTC,Road Vehicle,Car ,In street close to gazetteer location,CR6,Darwin,540350,160850,Biggin Hill,274,Addington,316,Biggin Hill,2,2,2,1,333,1
29 Jan 2019,18,False Alarm,AFA,,Non Residential,Shopping Centre ,Correct incident location,BR1,Bromley Town,540350,168950,Bromley,212,Bromley,,,1,1,1,2,666,2
29 Jan 2019,21,Fire,Secondary Fire,,Outdoor,Tree scrub ,Open land/water - nearest gazetteer location,BR6,Farnborough & Crofton,544250,164850,Orpington,527,Orpington,,,1,1,1,1,333,2
29 Jan 2019,22,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,BR1,Bickley & Sundridge,541350,169050,Bromley,230,Bromley,,,1,1,1,1,333,1
30 Jan 2019,8,False Alarm,False alarm - Good intent,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,BR6,Farnborough & Crofton,543450,165450,Orpington,416,Orpington,431,Orpington,1,2,2,1,333,1
30 Jan 2019,13,False Alarm,AFA,,Other Residential,Hotel/motel ,Within same building,BR1,Bromley Town,540350,168950,Bromley,171,Bromley,,,1,1,1,1,333,1
30 Jan 2019,16,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,BR2,Bromley Town,540150,167550,Bromley,303,Bromley,476,Bromley,1,2,2,1,333,1
30 Jan 2019,18,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,Open land/water - nearest gazetteer location,BR7,Chislehurst,543550,170850,Bromley,718,Sidcup,,,1,1,1,1,333,1
31 Jan 2019,15,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,Open land/water - nearest gazetteer location,BR3,Kelsey & Eden Park,536950,167550,Beckenham,808,Beckenham,,,1,1,1,1,333,1
31 Jan 2019,16,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,BR6,Darwin,546250,161250,Orpington,703,Orpington,730,Orpington,1,2,5,12,3996,2
31 Jan 2019,17,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,BR5,Orpington,547450,166250,Orpington,637,Sidcup,,,1,1,1,1,333,1
31 Jan 2019,22,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,SE20,Penge & Cator,535350,170550,Beckenham,286,Beckenham,,,1,1,1,1,333,2
01 Feb 2019,0,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Within same building,TN14,Darwin,544550,161250,Biggin Hill,738,Biggin Hill,,,1,1,1,1,333,1
01 Feb 2019,9,Special Service,Special Service,Lift Release,Non Residential,Leisure Centre ,Within same building,BR1,Bromley Town,540450,169050,Bromley,,,,,1,1,1,2,666,1
